,sense_id
261,648de4b23deee2643bc8da75
262,648de22b3deee2643bc8d998
263,6492c17b6a950c7be542fe8b
264,648ec28eb948115c8215e109
265,64936a8a426d9bf53192d6fe
266,648f7a77b948115c8216829b
267,648f7470b948115c82168229
268,648f4a27b948115c82166a86
269,648c4c753deee2643bc612c4
270,64907166b948115c82183a45
271,64904d72b948115c82181ee2
272,649028c6b948115c8217d18a
273,649028c6b948115c8217d18b
274,648f3905b948115c821661d6
275,648f6334b948115c82167a10
276,648cc9fa3deee2643bc65a3b
277,648cafe93deee2643bc64c18
278,648c9e6c3deee2643bc6453b
279,648b6f243deee2643bc5bc96
280,6490b488b948115c821914c3
281,648ef432b948115c82162487
282,648e380e3deee2643bc8fbbf
283,648e2dfd3deee2643bc8f961
284,648e2dfd3deee2643bc8f962
285,648e1d1a3deee2643bc8ef3f
286,648e137a3deee2643bc8eb72
287,648e00153deee2643bc8e487
288,648ceaf23deee2643bc663ac
289,648ce7d83deee2643bc662ec
290,648ce07f3deee2643bc661a1
291,648cd7b33deee2643bc65efb
292,648ccc4b3deee2643bc65aeb
293,648ba5d43deee2643bc5d1f4
294,648b9d603deee2643bc5ce4e
295,648b6c183deee2643bc5bbe4
296,648b657f3deee2643bc5b8e4
297,64944250e157ba210ee2f183
298,649435a1c984752e62f21ed8
299,6494103f426d9bf531936ede
300,649407b2426d9bf531936893
301,64933057426d9bf53192b341
302,648c2a293deee2643bc603ab
303,648c2a293deee2643bc603ac
304,648c16553deee2643bc5f5f3
305,648b08713deee2643bc568a0
306,648ad6d83deee2643bc53062
307,648ae0b33deee2643bc53415
308,648b00d03deee2643bc54bd6
309,64d220b4e9eba0a85f53c3f8
310,64d352c9e9eba0a85f5ebfea
311,648ae64a3deee2643bc538b5
312,64d13f552650c8ee1bd080b1
313,64d13af02650c8ee1bd07818
314,648c14e63deee2643bc5f583
315,648aa8623deee2643bc5032f
316,648a34e23deee2643bc4e010
317,648b679a3deee2643bc5b9aa
318,648a2d5b3deee2643bc4dd68
319,64d361b4e9eba0a85f5edae5
320,648a1c083deee2643bc4d58e
321,6489939d3deee2643bc47109
322,64896a4a3deee2643bc44510
323,648969403deee2643bc44193
324,64898c783deee2643bc46620
325,648966a13deee2643bc43dc0
326,64897f723deee2643bc45c02
327,648ab35f3deee2643bc5088c
328,6489ffda3deee2643bc4bb16
329,6489fcee3deee2643bc4b81a
330,6489fec33deee2643bc4b967
331,6489ff173deee2643bc4ba2e
332,648cab9f3deee2643bc64a59
333,648ca8723deee2643bc64975
334,648ab7aa3deee2643bc50aa3
335,648ab54e3deee2643bc50986
336,648a9f8a3deee2643bc50177
337,648bfe1b3deee2643bc5d7a5
338,648bfe1b3deee2643bc5d7a6
339,6491add46a950c7be5421f3a
340,648cabb63deee2643bc64a68
341,6491ade36a950c7be5421f61
342,64936a78426d9bf53192d6e1
343,6496d2d9e157ba210eeab17e
344,6496d2d9e157ba210eeab17f
345,649348b1426d9bf53192c1cd
346,64936c4f426d9bf53192d93b
347,64938427426d9bf53192e7fc
348,6493ff5d426d9bf5319350b2
349,6493ff54426d9bf53193507d
350,6498073ae157ba210eebee40
351,64936bdd426d9bf53192d8c2
352,6493f3cf426d9bf531934a7a
353,6493ff58426d9bf53193508c
354,6493fef9426d9bf53193506a
355,6497db50e157ba210eeb88aa
356,64982391e157ba210eec0351
357,6497f398e157ba210eebc59f
358,64cf96f9ea9aa1d676a7805e
359,649802cbe157ba210eebe962
360,64983de8e157ba210eec324d
361,64983de8e157ba210eec324e
362,649822c2e157ba210eec0273
363,6493614d426d9bf53192d0d3
364,648e1ad33deee2643bc8edfd
365,64cb53a9c24f8b899013f8d6
366,648c6b303deee2643bc6357d
367,648e28a93deee2643bc8f6fa
368,64cb4332c24f8b899013e5db
369,64cb4728c24f8b899013e92b
370,648f63c9b948115c82167a52
371,648dd9673deee2643bc8d787
372,648dd4413deee2643bc8d534
373,64cf8d1cea9aa1d676a76fa4
374,648c7d323deee2643bc63ac8
375,648c86703deee2643bc63dcd
376,648f3d4cb948115c82166761
377,648c713d3deee2643bc63696
378,648b97743deee2643bc5cd7d
379,64917455b948115c821f72b3
380,64902ea5b948115c82181252
381,64d36bb4e9eba0a85f5f96a4
382,648dbbf93deee2643bc8c53b
383,64d36e61e9eba0a85f5f9e07
384,648ba2f03deee2643bc5cf52
385,648d7cd83deee2643bc7be61
386,648ce8c73deee2643bc6637e
387,648cbbed3deee2643bc65077
388,648c7bde3deee2643bc63a3c
389,648c64b33deee2643bc633b8
390,648cb9223deee2643bc64e74
391,648cbf763deee2643bc652a6
392,648cc48b3deee2643bc65552
393,648ccbe33deee2643bc65ab7
394,648d7ccd3deee2643bc7be45
395,64c3a2da497f89d528c5c7b6
396,64c3dff4497f89d528c70740
397,64c3e175497f89d528c70b8f
398,648db3303deee2643bc8bc7d
399,648dbad13deee2643bc8c48b
400,648dbad13deee2643bc8c48c
401,648dbad13deee2643bc8c48d
402,648ed2b2b948115c8215e722
403,649154e2b948115c821f4f19
404,648ebbb1b948115c8215ccd9
405,648ebbb1b948115c8215ccda
406,64907a4fb948115c82186d0c
407,648d66b93deee2643bc75692
408,648ed6a7b948115c8215ea19
409,648c68503deee2643bc63505
410,648c68503deee2643bc63506
411,648b838a3deee2643bc5ca21
412,648b838a3deee2643bc5ca22
413,648a22233deee2643bc4d89e
414,6489bf313deee2643bc4900b
415,6488d94e3deee2643bc3ce14
416,648853aa3deee2643bc2e4bb
417,648b6dee3deee2643bc5bc15
418,648b76a63deee2643bc5bf85
419,648b76a63deee2643bc5bf86
420,648bf7513deee2643bc5d5e0
421,648bf7513deee2643bc5d5e1
422,648953993deee2643bc41cf1
423,648959a23deee2643bc4221e
424,648b58ae3deee2643bc5af1c
425,648d9a3f3deee2643bc853de
426,64896f163deee2643bc44d2a
427,648cc08e3deee2643bc65361
428,648cc08e3deee2643bc65362
429,648cc08e3deee2643bc65363
430,648cc08e3deee2643bc65364
431,648adb233deee2643bc531bd
432,648acfda3deee2643bc5266d
433,648ac1ef3deee2643bc51374
434,648abaa33deee2643bc50be9
435,648ab0763deee2643bc5078d
436,648aa6dc3deee2643bc502dd
437,6489687c3deee2643bc43e84
438,6489c65f3deee2643bc4a587
439,648a0c763deee2643bc4cf61
440,648963203deee2643bc43bcd
441,648a0edf3deee2643bc4cffc
442,648a20093deee2643bc4d6b1
443,648986a83deee2643bc45df6
444,648986a83deee2643bc45df7
445,648986a83deee2643bc45df8
446,648a9f4f3deee2643bc5013e
447,648a29dd3deee2643bc4dc5c
448,648f4cfdb948115c82166cc5
449,648e00c43deee2643bc8e4b5
450,648e9e3d3deee2643bc93390
451,648ea4123deee2643bc93a4b
452,648e19023deee2643bc8ed8c
453,648916263deee2643bc40b7d
454,648c0e9d3deee2643bc5f269
455,648cba303deee2643bc64f4f
456,648d7a543deee2643bc7a78b
457,648cc1cd3deee2643bc65451
458,648cc6f93deee2643bc657fc
459,648c103d3deee2643bc5f2e8
460,648b57ce3deee2643bc5ae70
461,648a28c93deee2643bc4dbba
462,648b46e43deee2643bc5a5b9
463,648a1de53deee2643bc4d61f
464,648b3abc3deee2643bc59318
465,648aba163deee2643bc50bb8
466,648cb5b63deee2643bc64dc2
467,64942a40ca8486092c7aeec3
468,649946e3e157ba210eeccac0
469,649946e3e157ba210eeccac1
470,649cafc4e157ba210eefe980
471,649935a7e157ba210eecc075
472,649caeb7e157ba210eefe8c2
473,648f68bfb948115c82167dbb
474,648f64a2b948115c82167be3
475,648add033deee2643bc5321a
476,648ace933deee2643bc51e37
477,648ac2f33deee2643bc51411
478,6495eca8e157ba210ee9bdee
479,6489dfc73deee2643bc4acba
480,6489d8433deee2643bc4aad4
481,6489d1403deee2643bc4a912
482,64899ff53deee2643bc4788e
483,64897a4a3deee2643bc45471
484,648a9bf23deee2643bc500ce
485,648964aa3deee2643bc43d76
486,648955f63deee2643bc41e49
487,6488d0eb3deee2643bc3b5c3
488,648cb9193deee2643bc64e64
489,6488f69e3deee2643bc4052c
490,6488ff253deee2643bc40778
491,648cc8063deee2643bc65908
492,64890d233deee2643bc409ff
493,648cd5363deee2643bc65e48
494,648ce7533deee2643bc662d2
495,648ceedd3deee2643bc663e9
496,648cfe403deee2643bc66470
497,648d9f183deee2643bc859c4
498,648e18d33deee2643bc8ed6f
499,648e18d33deee2643bc8ed70
500,6491c3506a950c7be54224aa
501,6491c3506a950c7be54224ab
502,6491c3506a950c7be54224ac
503,6488f0123deee2643bc403b3
504,648e14223deee2643bc8ebaa
505,648e14223deee2643bc8ebab
506,6489122a3deee2643bc40b6e
507,648d89143deee2643bc8091a
508,648d83883deee2643bc7de7d
509,648d95a93deee2643bc84d53
510,6491e5486a950c7be5423876
511,6491dace6a950c7be54234bd
512,648de6303deee2643bc8dac2
513,6490f1d9b948115c821f06ee
514,648ccf413deee2643bc65bd5
515,6491d9946a950c7be5423415
516,6491d9946a950c7be5423416
517,6490e74ab948115c821f05b6
518,648e22163deee2643bc8f24a
519,648ef167b948115c821621fc
520,6480bddd6785422c1eec8d35
521,648df8bc3deee2643bc8e0c4
522,648df4873deee2643bc8dee1
523,648df22b3deee2643bc8de2c
524,64843de86785422c1eee40bb
525,6483684b6785422c1eedec84
526,6491af826a950c7be5421fde
527,64941b67426d9bf5319373fd
528,649441efe157ba210ee2e2e3
529,6492ce816a950c7be54310d4
530,6490593bb948115c82182ab5
531,64904f86b948115c82181fa6
532,648fde6db948115c8216933a
533,648f344cb948115c82165ed7
534,648f344cb948115c82165ed8
535,648f1f55b948115c82163f5a
536,648da2393deee2643bc85c2c
537,648da2393deee2643bc85c2d
538,648b70dc3deee2643bc5bd94
539,648b3b823deee2643bc59332
540,64980d62e157ba210eebf251
541,648b367a3deee2643bc59225
542,648aaf823deee2643bc50635
543,64881b9f3deee2643bc2990a
544,64881b9f3deee2643bc2990b
545,64881b9f3deee2643bc2990c
546,648c02553deee2643bc5d818
547,648c6ff93deee2643bc63613
548,6487ff313deee2643bc28468
549,648bfaf23deee2643bc5d67e
550,648763b03deee2643bc2213e
551,648733023deee2643bc1dca0
552,64870d453deee2643bc1b4eb
553,64908319b948115c82187c50
554,64907278b948115c82183b33
555,648f9807b948115c821689a8
556,648f4a38b948115c82166a9a
557,648f3372b948115c82165ec1
558,648f0665b948115c82162ec3
559,64a5d96b3439b2783d8806ce
560,648ee8e8b948115c82161ac0
561,64a5a4423439b2783d87bcea
562,648acf4e3deee2643bc51f5d
563,648ad2d03deee2643bc52797
564,648a2c573deee2643bc4dcfa
565,648a202e3deee2643bc4d6cb
566,64d110dd2650c8ee1bcfa897
567,648a14173deee2643bc4d1fb
568,6489ff503deee2643bc4bae2
569,648a13b03deee2643bc4d1cb
570,6489b6683deee2643bc4879f
571,6489ac683deee2643bc48250
572,648996463deee2643bc47380
573,6489937f3deee2643bc4707b
574,64d0daef2650c8ee1bcf43fc
575,648952fb3deee2643bc41c81
576,64896b303deee2643bc4455d
577,6489714a3deee2643bc44ef3
578,6488d4dd3deee2643bc3c17f
579,6485898de372d3e1fb8dc16a
580,6484e0e76785422c1eeec86a
581,6484a2856785422c1eee8671
582,64849c806785422c1eee814a
583,6485fba8085ceef4d3315da7
584,6485fbfa085ceef4d3315e1a
585,6485fc4e085ceef4d3315e63
586,648ed462b948115c8215e7e6
587,6485f7cd085ceef4d3315b75
588,6485f930085ceef4d3315c1e
589,6485f8f4085ceef4d3315c05
590,6485f886085ceef4d3315bca
591,6485f9cd085ceef4d3315ca6
592,6485f944085ceef4d3315c3e
593,6485f6f1085ceef4d331597d
594,6485f6ee085ceef4d331596e
595,6499c79de157ba210eed331c
596,6499d1d4e157ba210eed3894
597,6499d5b2e157ba210eed39ca
598,64a5ef3d3439b2783d8817f7
599,6499da20e157ba210eed3c47
600,6498302ce157ba210eec1410
601,648854d53deee2643bc2e662
602,6489807b3deee2643bc45cb6
603,64881dcf3deee2643bc29aa1
604,648815ab3deee2643bc29218
605,648dffb73deee2643bc8e46d
606,648dfbe73deee2643bc8e2ef
607,648cbc8b3deee2643bc6512c
608,648c28633deee2643bc6038c
609,648eb79a3deee2643bc9481d
610,648d78f83deee2643bc79f84
611,648921cc3deee2643bc40c59
612,64863fc2085ceef4d331b271
613,64863d71085ceef4d331b182
614,6486300a085ceef4d3319d7d
615,6485de25085ceef4d3313166
616,6485a19be372d3e1fb8def01
617,64874b6f3deee2643bc1f390
618,648748753deee2643bc1efdf
619,648748753deee2643bc1efe1
620,6486fa883deee2643bc1980c
621,6486f64f3deee2643bc1917b
622,6486f64f3deee2643bc1917d
623,6485f03e085ceef4d3314b26
624,6485f03e085ceef4d3314b27
625,6486ede53deee2643bc18413
626,648a2a333deee2643bc4dc96
627,6489f9063deee2643bc4b67d
628,6488cbe73deee2643bc3ae90
629,64d122ff2650c8ee1bcfbfc5
630,6488bac63deee2643bc39152
631,6488ae173deee2643bc38633
632,64888ce63deee2643bc36404
633,64882c2d3deee2643bc2b4e0
634,648788f53deee2643bc26016
635,64876e723deee2643bc23024
636,64886ff83deee2643bc335ff
637,64886ff83deee2643bc33600
638,64886ff83deee2643bc33601
639,648748773deee2643bc1eff2
640,648746103deee2643bc1ed44
641,6485eeda085ceef4d3314750
642,6485a17ee372d3e1fb8deecc
643,6485939ce372d3e1fb8dd0ae
644,64858cd9e372d3e1fb8dc4f5
645,64858520e372d3e1fb8dbc0b
646,64858520e372d3e1fb8dbc0c
647,6484fa156785422c1eeeeefd
648,6484b3aa6785422c1eeea12a
649,64839af06785422c1eee1a75
650,64839af06785422c1eee1a76
651,64839af06785422c1eee1a77
652,64839af06785422c1eee1a78
653,64839af06785422c1eee1a79
654,6483ab4b6785422c1eee20e6
655,6483ab4b6785422c1eee20e7
656,6484a1f56785422c1eee851b
657,6484a1f56785422c1eee851c
658,64905000b948115c82181ff2
659,649055a1b948115c8218291a
660,648a2e753deee2643bc4de68
661,648a37a23deee2643bc4e04a
662,6490c5b2b948115c821ec534
663,6490c5b2b948115c821ec535
664,648a13793deee2643bc4d1b1
665,648a09bd3deee2643bc4ce6f
666,648a09bd3deee2643bc4ce70
667,648a09bd3deee2643bc4ce71
668,6489f3283deee2643bc4b2f7
669,6489f8563deee2643bc4b5c1
670,6489dc953deee2643bc4ac32
671,6489dc953deee2643bc4ac33
672,6489dc953deee2643bc4ac34
673,6489cb9f3deee2643bc4a6d6
674,6489bca23deee2643bc48e1a
675,64899d773deee2643bc47758
676,64899d773deee2643bc47759
677,64898ca43deee2643bc46631
678,6487a33b3deee2643bc26dad
679,6487a33b3deee2643bc26dae
680,64877f693deee2643bc24880
681,6486ff473deee2643bc1a0a7
682,6486dbf23deee2643bc1696b
683,648e2d3c3deee2643bc8f8ce
684,64862020085ceef4d3318c17
685,648e2c1b3deee2643bc8f82b
686,648e2c1b3deee2643bc8f82c
687,6485923be372d3e1fb8dcde6
688,64858571e372d3e1fb8dbc6f
689,648876453deee2643bc34063
690,64855ac26785422c1eef064c
691,64881aa83deee2643bc2988e
692,64881aa83deee2643bc2988f
693,6484ca296785422c1eeeb7eb
694,64887e893deee2643bc35610
695,6484cd1d6785422c1eeeb953
696,6484cf566785422c1eeebacf
697,648574b46785422c1eef17c6
698,648598aee372d3e1fb8ddbcc
699,6484c7e06785422c1eeeb486
700,6484c7e06785422c1eeeb487
701,648705fb3deee2643bc1a5d0
702,64862866085ceef4d331929c
703,6484d5c66785422c1eeec0a2
704,6484d5c66785422c1eeec0a3
705,648721d13deee2643bc1cbb6
706,6486182e085ceef4d3317b8d
707,64855d476785422c1eef0712
708,64855d476785422c1eef0713
709,6485854ee372d3e1fb8dbc4d
710,6485fd59085ceef4d3315f06
711,648762453deee2643bc21f6f
712,6486ef573deee2643bc18a12
713,6486e8043deee2643bc17bf3
714,6486e8043deee2643bc17bf4
715,6486e66c3deee2643bc179c7
716,6486d9473deee2643bc1667f
717,6486d9473deee2643bc16681
718,64859a44e372d3e1fb8de012
719,64a42034e157ba210ef79024
720,64a870c63439b2783d8e9c41
721,648d918d3deee2643bc8355c
722,648daa243deee2643bc8606a
723,648db6343deee2643bc8c172
724,648dd4423deee2643bc8d541
725,648db8e73deee2643bc8c300
726,648de0933deee2643bc8d866
727,648de0933deee2643bc8d867
728,64d383f8fe99209f5f9b09e8
729,64d4d6ea087620a0d574c5e8
730,648cc1b13deee2643bc65440
731,648cbae53deee2643bc65052
732,648cb59c3deee2643bc64db3
733,648c9d283deee2643bc644d4
734,648c67ce3deee2643bc634bd
735,648c64083deee2643bc62c98
736,648c354b3deee2643bc60460
737,648c2feb3deee2643bc60411
738,648c2d933deee2643bc603ed
739,648c27513deee2643bc60352
740,64c92680c24f8b899009c465
741,648c25f43deee2643bc60333
742,648b6fdb3deee2643bc5bcf2
743,648b68533deee2643bc5ba56
744,648b4b093deee2643bc5a62b
745,64c29b45497f89d528c469b8
746,648b234b3deee2643bc58aab
747,648b1b383deee2643bc58542
748,64c2605d497f89d528ae6c01
749,64cbc4bcea9aa1d67695f20e
750,648abd103deee2643bc50c63
751,648a29aa3deee2643bc4dc1d
752,648a33043deee2643bc4dfb4
753,648a20b53deee2643bc4d6f0
754,64c01638a823f5224137b1f4
755,6489f2ae3deee2643bc4b2d8
756,6489a54f3deee2643bc47c41
757,6489971b3deee2643bc473c7
758,64af1df93439b2783d9d144e
759,64898b8f3deee2643bc462be
760,64aed9af3439b2783d9bf9f9
761,64897d4f3deee2643bc45ac4
762,64d50cc3087620a0d5756c2b
763,64896daf3deee2643bc44cca
764,64896daf3deee2643bc44ccb
765,6482c4f96785422c1eed606e
766,647f7eb161316ae7235d68f5
767,647f7b9b61316ae7235d6837
768,647ee8ce3b9728603462dfac
769,647ee3513b9728603462de26
770,647edcc23b9728603462ddb8
771,647ed55b3b9728603462db21
772,647ed55b3b9728603462db22
773,647edbd63b9728603462dd2a
774,647ec7693b9728603462d8b8
775,647d0e5522c3661af7600064
776,647e56ec3b9728603462c8e0
777,647e56ec3b9728603462c8e1
778,6481012b6785422c1eecc5a8
779,647eea1c3b9728603462e01d
780,647edbf13b9728603462dd48
781,647ec94c3b9728603462d94d
782,647f038f3b9728603462e688
783,64801a9d61316ae7235d89af
784,647ec1a93b9728603462d7aa
785,647ec1a93b9728603462d7ab
786,647e47763b9728603462bd92
787,647e60d53b9728603462cd4f
788,647e116f3b9728603462aa67
789,648153176785422c1eeccae4
790,64814df86785422c1eeccaca
791,6481452b6785422c1eecca52
792,6480d49d6785422c1eeca4d5
793,648005b061316ae7235d8582
794,647ffddd61316ae7235d845b
795,647eaada3b9728603462d4d4
796,647eaada3b9728603462d4d5
797,647eaada3b9728603462d4d6
798,647eb1703b9728603462d526
799,6485164f6785422c1eeefe0b
800,648451496785422c1eee531e
801,64843b3d6785422c1eee3eff
802,6483b9646785422c1eee280c
803,648429e86785422c1eee3529
804,648429e86785422c1eee352a
805,6483a9106785422c1eee2046
